Product Category,Total Amount,stock,Date
SKU095,4,24,05-02-2025
SKU011,10,72,30-01-2025
SKU052,7,88,26-02-2025
SKU068,3,21,10-02-2025
SKU080,4,84,20-01-2025
SKU075,3,41,16-02-2025
SKU036,3,61,10-02-2025
SKU077,4,24,08-01-2025
SKU025,3,86,18-01-2025
SKU029,5,40,04-02-2025
SKU047,7,92,19-02-2025
SKU030,8,71,01-03-2025
SKU069,6,88,20-01-2025
SKU084,10,24,22-01-2025
SKU042,4,40,20-02-2025
SKU044,6,58,11-02-2025
SKU092,6,64,14-01-2025
SKU080,3,82,03-03-2025
SKU018,8,62,25-02-2025
SKU048,7,24,04-01-2025
SKU029,6,62,06-01-2025
SKU094,9,86,07-03-2025
SKU072,5,24,19-02-2025
SKU020,10,90,29-01-2025
SKU022,5,88,13-01-2025
SKU013,6,43,10-01-2025
SKU016,8,42,25-01-2025
SKU088,6,76,07-01-2025
SKU097,4,26,28-03-2025
SKU015,8,46,26-02-2025
SKU073,7,69,11-02-2025
SKU017,6,28,02-02-2025
SKU059,3,51,18-01-2025
SKU014,3,96,05-03-2025
SKU096,13,24,16-01-2025
SKU077,6,35,26-02-2025
SKU065,6,44,03-02-2025
SKU029,6,46,10-03-2025
SKU075,4,77,23-01-2025
SKU030,1,64,22-01-2025
SKU016,5,71,28-02-2025
SKU086,5,21,02-02-2025
SKU048,4,80,06-01-2025
SKU035,7,47,05-02-2025
SKU035,10,71,23-02-2025
SKU083,6,67,30-03-2025
SKU091,2,60,25-03-2025
SKU097,3,56,04-02-2025
SKU022,7,41,11-03-2025
SKU060,3,85,04-02-2025
SKU047,3,54,15-01-2025
SKU013,2,42,13-03-2025
SKU089,6,65,29-03-2025
SKU057,8,93,29-03-2025
SKU072,6,93,13-03-2025
SKU020,8,97,01-03-2025
SKU066,5,90,09-03-2025
SKU064,3,85,16-03-2025
SKU065,5,97,03-01-2025
SKU002,7,96,17-01-2025
SKU016,8,54,07-03-2025
SKU057,5,61,29-01-2025
SKU042,6,44,18-03-2025
SKU072,6,79,16-03-2025
SKU032,1,74,30-01-2025
SKU071,7,71,05-03-2025
SKU020,7,59,02-03-2025
SKU059,5,38,28-03-2025
SKU048,2,98,01-01-2025
SKU053,2,74,25-02-2025
SKU019,4,78,14-01-2025
SKU079,6,48,19-02-2025
SKU028,4,20,01-02-2025
SKU083,9,90,15-02-2025
SKU073,5,59,24-02-2025
SKU073,10,87,16-02-2025
SKU017,3,80,27-01-2025
SKU040,3,29,16-01-2025
SKU001,8,63,12-02-2025
SKU076,4,99,13-02-2025
SKU018,5,86,08-01-2025
SKU009,6,99,30-01-2025
SKU052,2,73,05-03-2025
SKU001,4,27,29-01-2025
SKU058,8,94,18-03-2025
SKU048,5,94,07-01-2025
SKU091,7,33,09-01-2025
SKU097,6,53,12-01-2025
SKU029,4,34,02-01-2025
SKU082,4,38,01-01-2025
SKU073,8,68,18-02-2025
SKU023,5,55,03-02-2025
SKU042,2,55,16-02-2025
SKU042,5,26,19-01-2025
SKU030,3,90,06-03-2025
SKU087,10,31,05-02-2025
SKU056,5,52,31-03-2025
SKU048,3,43,11-01-2025
SKU029,5,91,22-01-2025
SKU008,6,76,13-03-2025
SKU082,2,69,18-02-2025
SKU059,8,96,09-02-2025
SKU026,5,55,18-01-2025
SKU006,9,72,21-03-2025
SKU084,4,51,15-01-2025
SKU095,7,39,02-01-2025
SKU010,7,74,20-02-2025
SKU011,5,66,25-03-2025
SKU031,4,72,04-03-2025
SKU025,4,86,13-02-2025
SKU079,5,39,15-02-2025
SKU063,4,94,07-02-2025
SKU018,2,80,27-01-2025
SKU041,1,31,13-02-2025
SKU045,8,53,25-02-2025
SKU023,4,50,04-01-2025
SKU030,3,41,02-03-2025
SKU050,2,54,08-01-2025
SKU064,2,93,08-01-2025
SKU100,3,50,20-01-2025
SKU075,2,79,25-02-2025
SKU016,4,87,24-02-2025
SKU094,4,98,02-02-2025
SKU066,6,40,02-03-2025
SKU024,9,99,17-02-2025
SKU095,3,87,07-01-2025
SKU054,4,72,03-02-2025
SKU035,3,87,10-03-2025
SKU097,4,84,06-02-2025
SKU023,0,74,08-03-2025
SKU057,6,26,13-01-2025
SKU098,3,52,22-01-2025
SKU022,6,92,07-03-2025
SKU042,7,36,23-01-2025
SKU079,5,33,07-02-2025
SKU074,5,37,17-02-2025
SKU069,1,83,03-02-2025
SKU016,6,21,16-01-2025
SKU050,4,25,07-03-2025
SKU071,8,96,06-02-2025
SKU089,6,97,22-01-2025
SKU094,2,92,17-02-2025
SKU082,5,42,28-03-2025
SKU094,7,36,24-02-2025
SKU012,3,60,27-03-2025
SKU080,7,21,25-03-2025
SKU006,4,98,09-01-2025
SKU044,4,92,04-03-2025
SKU006,5,31,28-03-2025
SKU008,3,55,27-02-2025
SKU050,2,92,16-03-2025
SKU097,4,34,20-01-2025
SKU022,8,32,20-03-2025
SKU043,7,87,30-01-2025
SKU049,4,49,12-01-2025
SKU031,4,79,14-01-2025
SKU099,4,65,05-03-2025
SKU025,5,45,30-03-2025
SKU061,2,79,21-01-2025
SKU046,3,39,13-03-2025
SKU053,7,75,07-01-2025
SKU045,6,79,22-02-2025
SKU068,7,52,03-03-2025
SKU017,3,67,04-03-2025
SKU026,3,33,10-01-2025
SKU068,7,20,08-03-2025
SKU080,2,32,16-02-2025
SKU069,4,23,11-02-2025
SKU065,6,34,04-01-2025
SKU015,9,89,14-03-2025
SKU099,5,35,12-02-2025
SKU031,5,52,17-01-2025
SKU007,2,41,07-02-2025
SKU091,9,60,13-01-2025
SKU051,6,68,22-01-2025
SKU093,7,44,21-01-2025
SKU061,8,58,16-03-2025
SKU090,10,61,26-02-2025
SKU040,3,70,02-03-2025
SKU007,5,64,08-03-2025
SKU024,3,95,29-03-2025
SKU006,3,68,19-02-2025
SKU023,3,66,14-01-2025
SKU052,1,52,01-01-2025
SKU050,1,74,18-01-2025
SKU026,3,35,09-02-2025
SKU065,6,46,20-02-2025
SKU001,7,58,16-02-2025
SKU041,8,74,10-03-2025
SKU024,6,77,17-01-2025
SKU057,8,79,02-02-2025
SKU061,7,99,18-01-2025
SKU083,5,90,14-03-2025
SKU092,4,75,30-03-2025
SKU073,4,54,17-02-2025
SKU042,1,91,30-03-2025
SKU077,4,82,09-01-2025
SKU050,2,79,19-03-2025
SKU024,3,56,07-02-2025
SKU084,6,92,13-02-2025
SKU025,6,72,29-01-2025
SKU071,7,91,04-03-2025
SKU043,4,94,13-03-2025
SKU017,4,99,03-02-2025
SKU006,7,74,09-02-2025
SKU076,12,67,05-03-2025
SKU084,6,48,04-01-2025
SKU075,7,77,28-03-2025
SKU090,5,36,28-01-2025
SKU057,2,38,22-02-2025
SKU073,2,38,02-01-2025
SKU075,3,68,23-02-2025
SKU065,3,31,14-02-2025
SKU099,5,97,17-03-2025
SKU031,4,97,26-01-2025
SKU100,3,45,25-03-2025
SKU090,3,88,10-01-2025
SKU082,3,68,05-02-2025
SKU080,6,39,15-03-2025
SKU015,2,67,16-01-2025
SKU063,12,94,08-03-2025
SKU015,9,28,11-02-2025
SKU028,4,73,15-01-2025
SKU018,10,71,28-03-2025
SKU070,7,85,24-01-2025
SKU076,3,61,30-03-2025
SKU067,1,94,20-02-2025
SKU089,6,95,07-01-2025
SKU033,4,30,11-03-2025
SKU012,2,27,01-03-2025
SKU034,5,43,13-03-2025
SKU033,5,57,30-03-2025
SKU033,3,94,25-03-2025
SKU004,5,23,23-03-2025
SKU046,6,87,09-03-2025
SKU003,6,33,23-02-2025
SKU075,4,46,31-01-2025
SKU067,3,98,26-01-2025
SKU080,8,31,10-02-2025
SKU010,5,72,29-03-2025
SKU030,5,73,14-01-2025
SKU054,5,95,10-02-2025
SKU068,4,76,31-03-2025
SKU043,10,24,06-02-2025
SKU096,4,95,07-03-2025
SKU003,9,43,25-03-2025
SKU010,5,51,20-01-2025
SKU086,6,38,08-03-2025
SKU078,2,39,05-01-2025
SKU083,7,46,08-01-2025
SKU062,2,63,25-03-2025
SKU056,6,91,12-03-2025
SKU072,7,99,25-01-2025
SKU014,1,76,15-02-2025
SKU064,7,65,22-02-2025
SKU085,6,64,02-03-2025
SKU038,4,36,30-03-2025
SKU075,4,48,04-02-2025
SKU059,4,41,14-03-2025
SKU031,5,38,07-02-2025
SKU100,5,83,06-01-2025
SKU025,3,87,08-03-2025
SKU010,10,72,12-01-2025
SKU099,3,72,28-02-2025
SKU045,5,37,10-03-2025
SKU068,5,69,18-01-2025
SKU028,2,25,07-01-2025
SKU041,5,34,11-02-2025
SKU021,4,93,17-01-2025
SKU065,8,89,29-01-2025
SKU054,9,49,11-02-2025
SKU042,3,69,25-02-2025
SKU069,3,92,20-02-2025
SKU055,5,52,16-03-2025
SKU060,6,84,03-02-2025
SKU089,3,70,11-02-2025
SKU100,9,63,12-03-2025
SKU014,0,96,24-01-2025
SKU005,6,98,23-01-2025
SKU084,1,50,23-01-2025
SKU058,6,50,30-03-2025
SKU005,3,85,05-03-2025
SKU026,7,38,24-02-2025
SKU034,5,95,23-01-2025
SKU076,5,54,04-01-2025
SKU088,5,89,27-02-2025
SKU091,5,28,23-01-2025
SKU071,1,89,07-03-2025
SKU005,5,69,10-01-2025
SKU033,5,95,28-02-2025
SKU075,6,31,17-03-2025
SKU085,9,73,21-02-2025
SKU083,3,96,29-01-2025
SKU020,2,80,21-01-2025
SKU060,3,50,15-02-2025
SKU053,8,35,06-03-2025
SKU035,2,97,03-03-2025
SKU017,5,73,25-02-2025
SKU062,7,65,19-01-2025
SKU022,2,25,08-03-2025
SKU066,2,60,11-03-2025
SKU029,6,34,08-01-2025
SKU057,5,23,07-02-2025
SKU006,5,96,06-03-2025
SKU019,3,65,16-02-2025
SKU093,3,85,05-01-2025
SKU055,6,31,03-03-2025
SKU033,9,90,23-03-2025
SKU056,5,72,28-02-2025
SKU066,7,88,05-03-2025
SKU096,5,83,01-01-2025
SKU050,7,59,21-01-2025
SKU044,5,46,09-02-2025
SKU016,12,57,16-02-2025
SKU066,6,73,10-02-2025
SKU057,8,86,11-02-2025
SKU051,9,60,13-02-2025
SKU098,2,73,09-01-2025
SKU038,6,72,17-03-2025
SKU075,7,28,16-01-2025
SKU028,6,33,11-01-2025
SKU035,8,49,27-01-2025
SKU037,4,33,09-01-2025
SKU089,4,35,19-03-2025
SKU096,5,80,18-02-2025
SKU074,4,30,28-03-2025
SKU085,5,62,12-03-2025
SKU072,8,75,26-02-2025
SKU048,4,33,04-03-2025
SKU079,3,23,26-02-2025
SKU094,4,52,25-01-2025
SKU084,3,86,25-03-2025
SKU015,8,49,22-03-2025
SKU023,5,63,15-01-2025
SKU080,3,89,12-01-2025
SKU064,8,56,04-01-2025
SKU022,1,20,12-03-2025
SKU011,2,25,19-03-2025
SKU088,4,47,18-01-2025
SKU011,8,64,13-03-2025
SKU050,7,86,09-01-2025
SKU084,3,82,21-02-2025
SKU099,5,48,10-02-2025
SKU003,7,85,18-03-2025
SKU066,6,31,07-02-2025
SKU009,4,94,29-01-2025
SKU035,7,36,15-02-2025
SKU050,13,34,20-03-2025
SKU100,6,61,16-03-2025
SKU033,6,98,21-03-2025
SKU074,8,85,31-01-2025
SKU078,4,85,01-02-2025
SKU069,6,49,25-03-2025
SKU038,5,96,27-02-2025
SKU008,2,79,09-03-2025
SKU043,9,73,01-01-2025
SKU088,4,48,23-02-2025
SKU044,4,39,29-01-2025
SKU092,4,34,20-01-2025
SKU075,5,54,29-01-2025
SKU051,5,73,03-02-2025
SKU039,10,59,05-02-2025
SKU066,8,24,06-03-2025
SKU021,4,34,02-03-2025
SKU068,9,54,23-03-2025
SKU058,9,30,02-01-2025
SKU067,2,31,07-03-2025
SKU068,6,88,11-02-2025
SKU057,5,76,12-02-2025
SKU078,3,40,10-01-2025
SKU010,7,84,17-01-2025
SKU092,7,99,15-03-2025
SKU020,3,95,13-02-2025
SKU062,4,35,15-02-2025
SKU073,3,40,19-03-2025
SKU004,5,67,09-03-2025
SKU009,4,31,24-02-2025
SKU062,2,44,24-02-2025
SKU005,6,33,23-03-2025
SKU061,2,25,03-03-2025
SKU035,5,49,13-01-2025
SKU100,6,98,25-02-2025
SKU082,4,20,25-02-2025
SKU081,0,55,16-01-2025
SKU088,3,88,16-01-2025
SKU069,3,78,10-02-2025
SKU068,4,89,04-02-2025
SKU072,6,97,10-03-2025
SKU015,4,52,30-03-2025
SKU048,4,58,26-02-2025
SKU031,6,97,16-01-2025
SKU089,7,77,10-03-2025
SKU075,5,73,09-02-2025
SKU077,5,57,27-03-2025
SKU015,3,46,10-02-2025
SKU024,7,89,24-03-2025
SKU041,5,28,09-03-2025
SKU065,4,28,16-03-2025
SKU002,8,48,14-01-2025
SKU022,2,35,09-01-2025
SKU065,8,56,20-01-2025
SKU012,4,87,08-03-2025
SKU015,3,83,09-02-2025
SKU063,4,76,21-01-2025
SKU005,4,85,06-02-2025
SKU009,11,91,11-03-2025
SKU046,2,96,23-02-2025
SKU085,5,74,28-03-2025
SKU056,2,79,24-02-2025
SKU060,3,34,19-03-2025
SKU029,6,58,20-01-2025
SKU083,4,64,06-03-2025
SKU023,3,68,23-03-2025
SKU033,3,51,07-02-2025
SKU064,5,35,31-03-2025
SKU081,4,43,12-03-2025
SKU043,6,71,25-01-2025
SKU066,8,99,25-02-2025
SKU088,6,77,26-03-2025
SKU080,4,74,27-01-2025
SKU081,8,23,21-01-2025
SKU010,6,96,25-03-2025
SKU071,13,76,26-01-2025
SKU083,5,88,31-03-2025
SKU035,3,45,29-03-2025
SKU058,6,82,29-01-2025
SKU047,5,45,12-03-2025
SKU086,5,69,05-02-2025
SKU048,3,90,18-01-2025
SKU040,4,73,29-01-2025
SKU097,6,59,27-03-2025
SKU073,1,64,28-03-2025
SKU007,6,65,09-03-2025
SKU094,7,48,26-01-2025
SKU097,7,27,21-01-2025
SKU052,8,75,28-01-2025
SKU051,5,92,21-02-2025
SKU096,6,39,22-02-2025
SKU016,9,89,07-02-2025
SKU003,4,54,14-02-2025
SKU094,5,73,04-02-2025
SKU072,8,92,06-03-2025
SKU081,3,42,29-03-2025
SKU058,7,88,09-01-2025
SKU058,4,76,07-03-2025
SKU011,4,41,05-03-2025
SKU066,4,64,08-03-2025
SKU085,8,44,13-02-2025
SKU040,2,84,20-03-2025
SKU030,4,34,11-02-2025
SKU085,3,80,14-02-2025
SKU028,10,53,31-03-2025
SKU013,4,94,10-02-2025
SKU021,6,93,21-02-2025
SKU060,7,91,14-01-2025
SKU091,3,72,06-03-2025
SKU052,2,34,12-01-2025
SKU088,5,96,05-02-2025
SKU051,6,65,30-03-2025
SKU037,6,58,02-01-2025
SKU007,9,34,13-01-2025
SKU078,4,80,24-03-2025
SKU057,3,80,31-03-2025
SKU066,7,68,13-02-2025
SKU056,3,55,19-03-2025
SKU052,7,23,31-03-2025
SKU088,2,59,30-03-2025
SKU011,5,75,02-01-2025
SKU073,7,48,17-03-2025
SKU087,4,47,04-02-2025
SKU070,6,97,21-01-2025
SKU031,3,99,18-03-2025
SKU024,2,94,21-03-2025
SKU090,3,68,13-01-2025
SKU077,2,21,13-02-2025
SKU068,1,26,27-02-2025
SKU068,5,54,07-03-2025
SKU036,3,99,09-02-2025
SKU025,12,79,22-02-2025
SKU086,5,51,02-01-2025
SKU090,6,32,05-01-2025
SKU005,4,50,20-03-2025
SKU020,4,73,01-01-2025
SKU017,6,81,16-01-2025
SKU022,5,80,13-02-2025
SKU014,5,80,01-02-2025
SKU070,5,68,11-01-2025
SKU081,5,69,06-01-2025
SKU038,3,81,08-03-2025
SKU002,5,48,05-01-2025
SKU057,3,73,20-02-2025
SKU059,4,34,16-01-2025
SKU057,2,78,15-03-2025
SKU070,6,75,04-01-2025
SKU092,6,34,25-03-2025
SKU055,5,49,08-03-2025
SKU043,6,33,25-02-2025
SKU009,7,85,23-02-2025
SKU036,5,26,09-01-2025
SKU037,3,79,30-03-2025
SKU034,7,48,27-03-2025
SKU072,3,32,08-01-2025
SKU022,6,51,26-02-2025
SKU044,4,59,05-02-2025
SKU028,3,51,25-02-2025
SKU054,8,21,02-02-2025
SKU032,7,70,15-03-2025
SKU003,6,50,16-03-2025
SKU021,3,46,10-03-2025
SKU003,2,32,12-03-2025
SKU043,1,99,04-03-2025
SKU012,4,75,04-03-2025
SKU078,6,37,12-02-2025
SKU012,5,80,20-01-2025
SKU020,1,88,27-01-2025
SKU021,6,77,03-03-2025
SKU003,4,36,19-03-2025
SKU099,7,95,28-03-2025
SKU054,3,99,22-03-2025
SKU048,3,20,05-02-2025
SKU051,6,68,19-02-2025
SKU072,9,48,22-01-2025
SKU083,6,62,01-01-2025
SKU044,3,64,24-03-2025
SKU049,12,92,25-01-2025
SKU073,3,40,23-03-2025
SKU025,3,65,17-01-2025
SKU095,5,28,04-03-2025
SKU032,4,41,08-03-2025
SKU093,5,31,05-02-2025
SKU066,7,98,28-02-2025
SKU048,2,26,25-01-2025
SKU016,4,73,27-01-2025
SKU086,7,95,11-03-2025
SKU094,2,30,09-03-2025
SKU022,3,24,29-01-2025
SKU065,4,24,07-02-2025
SKU023,5,68,22-02-2025
SKU079,5,28,15-03-2025
SKU073,3,43,05-03-2025
SKU006,2,92,05-02-2025
SKU098,4,66,22-03-2025
SKU060,9,22,03-03-2025
SKU053,8,43,05-02-2025
SKU096,2,26,20-01-2025
SKU019,3,20,04-01-2025
SKU005,5,22,20-02-2025
SKU098,0,52,15-01-2025
SKU004,5,89,24-02-2025
SKU012,6,53,09-01-2025
SKU087,4,22,15-03-2025
SKU057,3,72,18-01-2025
SKU018,1,21,25-01-2025
SKU059,5,40,31-03-2025
SKU097,7,34,26-03-2025
SKU016,4,49,12-02-2025
SKU053,6,29,21-01-2025
SKU027,4,24,10-01-2025
SKU040,7,36,24-03-2025
SKU059,3,38,22-03-2025
SKU066,5,52,18-03-2025
SKU060,8,87,21-01-2025
SKU038,7,66,25-01-2025
SKU047,3,73,22-01-2025
SKU097,4,39,30-01-2025
SKU096,5,37,25-03-2025
SKU087,8,81,28-01-2025
SKU059,1,72,13-03-2025
SKU017,8,30,28-03-2025
SKU061,4,27,15-02-2025
SKU091,4,89,26-01-2025
SKU092,4,74,12-01-2025
SKU043,4,59,28-01-2025
SKU007,2,74,19-01-2025
SKU060,5,99,01-01-2025
SKU093,4,25,26-01-2025
SKU074,5,23,23-02-2025
SKU070,5,27,21-03-2025
SKU067,6,92,29-01-2025
SKU056,4,28,18-02-2025
SKU047,6,29,12-02-2025
SKU091,4,77,23-03-2025
SKU064,9,95,23-02-2025
SKU064,6,32,08-02-2025
SKU082,5,30,09-03-2025
SKU016,3,80,10-01-2025
SKU061,5,84,30-01-2025
SKU002,5,65,03-01-2025
SKU063,7,40,22-02-2025
SKU074,4,83,19-02-2025
SKU021,3,28,19-03-2025
SKU061,4,86,04-03-2025
SKU095,6,45,03-02-2025
SKU060,7,97,19-01-2025
SKU075,8,49,13-02-2025
SKU066,4,22,07-03-2025
SKU002,6,99,28-03-2025
SKU019,2,76,21-02-2025
SKU061,3,78,03-02-2025
SKU068,4,87,14-03-2025
SKU058,4,61,28-03-2025
SKU070,2,30,06-03-2025
SKU019,5,85,10-02-2025
SKU024,5,62,27-02-2025
SKU011,7,23,09-03-2025
SKU073,2,68,07-03-2025
SKU057,5,86,07-03-2025
SKU065,10,80,18-03-2025
SKU009,5,69,09-01-2025
SKU049,8,22,08-03-2025
SKU011,6,71,27-03-2025
SKU077,2,68,10-01-2025
SKU066,5,58,28-01-2025
SKU003,4,40,26-03-2025
SKU093,3,64,17-01-2025
SKU010,4,45,04-01-2025
SKU018,5,70,17-01-2025
SKU021,6,24,29-03-2025
SKU090,2,84,01-02-2025
SKU064,5,28,12-03-2025
SKU041,3,69,08-03-2025
SKU021,4,40,19-01-2025
SKU048,6,26,08-01-2025
SKU025,5,98,19-02-2025
SKU035,5,61,20-01-2025
SKU010,4,98,09-03-2025
SKU012,3,32,12-03-2025
SKU091,4,89,31-01-2025
SKU063,11,90,04-01-2025
SKU091,5,45,13-03-2025
SKU049,3,77,20-02-2025
SKU050,6,42,26-02-2025
SKU092,8,97,05-02-2025
SKU071,4,68,22-02-2025
SKU098,6,60,12-01-2025
SKU013,4,94,25-03-2025
SKU081,3,54,08-01-2025
SKU031,3,82,15-03-2025
SKU045,8,99,29-03-2025
SKU020,6,60,16-02-2025
SKU024,4,87,04-02-2025
SKU021,8,47,24-03-2025
SKU041,7,65,14-01-2025
SKU040,3,94,07-03-2025
SKU091,8,93,10-01-2025
SKU015,8,44,23-01-2025
SKU094,1,46,07-02-2025
SKU055,5,28,30-01-2025
SKU058,7,89,26-03-2025
SKU087,7,78,30-03-2025
SKU047,3,59,01-03-2025
SKU044,9,42,19-03-2025
SKU056,5,91,14-03-2025
SKU039,4,61,14-03-2025
SKU005,8,43,14-03-2025
SKU089,2,77,16-03-2025
SKU100,3,68,25-01-2025
SKU088,2,48,16-03-2025
SKU026,3,72,18-02-2025
SKU036,8,43,06-03-2025
SKU082,2,32,09-01-2025
SKU039,7,36,06-03-2025
SKU038,4,35,26-01-2025
SKU013,6,23,19-01-2025
SKU044,6,33,10-02-2025
SKU076,8,68,20-02-2025
SKU016,3,27,24-01-2025
SKU027,9,92,20-01-2025
SKU039,5,28,19-01-2025
SKU008,6,62,07-03-2025
SKU036,6,79,05-02-2025
SKU012,4,41,28-01-2025
SKU090,3,43,21-02-2025
SKU066,7,66,24-03-2025
SKU041,4,39,03-03-2025
SKU074,7,51,25-01-2025
SKU062,2,23,05-02-2025
SKU043,8,66,19-03-2025
SKU083,4,60,03-02-2025
SKU100,4,33,04-03-2025
SKU068,6,92,21-01-2025
SKU045,7,89,08-03-2025
SKU086,6,35,28-02-2025
SKU007,4,68,14-01-2025
SKU096,3,52,12-02-2025
SKU042,4,40,16-01-2025
SKU024,7,47,13-03-2025
SKU017,5,50,26-02-2025
SKU030,5,48,25-03-2025
SKU042,0,39,20-03-2025
SKU028,9,44,28-01-2025
SKU031,6,77,22-03-2025
SKU075,4,85,12-02-2025
SKU055,5,94,26-01-2025
SKU001,5,20,19-01-2025
SKU016,6,51,15-02-2025
SKU073,4,85,01-03-2025
SKU024,2,22,24-02-2025
SKU008,7,90,20-01-2025
SKU091,7,58,07-02-2025
SKU069,4,62,15-03-2025
SKU051,6,47,16-01-2025
SKU035,0,45,12-02-2025
SKU007,1,47,29-01-2025
SKU077,10,23,31-03-2025
SKU099,3,59,23-02-2025
SKU012,3,22,22-03-2025
SKU071,8,78,17-02-2025
SKU034,2,79,02-03-2025
SKU016,7,80,03-03-2025
SKU015,8,63,31-01-2025
SKU042,5,95,27-01-2025
SKU014,8,57,09-03-2025
SKU077,4,78,06-03-2025
SKU018,3,90,24-03-2025
SKU080,6,59,01-01-2025
SKU094,6,31,26-02-2025
SKU090,8,37,19-02-2025
SKU074,6,61,29-03-2025
SKU065,0,43,05-01-2025
SKU073,6,89,09-03-2025
SKU095,5,49,20-03-2025
SKU069,4,68,12-02-2025
SKU073,4,56,04-01-2025
SKU070,3,59,14-02-2025
SKU085,3,64,30-03-2025
SKU081,3,54,28-01-2025
SKU026,5,62,06-01-2025
SKU045,9,55,28-03-2025
SKU034,5,87,19-02-2025
SKU089,7,95,05-03-2025
SKU052,3,53,20-03-2025
SKU065,6,47,15-01-2025
SKU058,6,81,13-01-2025
SKU084,9,32,19-01-2025
SKU063,3,86,08-02-2025
SKU044,4,35,04-02-2025
SKU019,7,86,29-01-2025
SKU063,6,99,23-02-2025
SKU039,1,85,31-01-2025
SKU002,5,29,24-02-2025
SKU085,4,37,27-01-2025
SKU047,4,72,21-01-2025
SKU057,3,23,10-02-2025
SKU010,6,24,10-01-2025
SKU074,8,88,30-03-2025
SKU068,4,34,05-03-2025
SKU036,4,71,26-03-2025
SKU089,5,55,31-01-2025
SKU009,6,93,19-01-2025
SKU088,5,23,21-01-2025
SKU069,7,85,14-03-2025
SKU042,7,28,09-02-2025
SKU097,6,65,28-01-2025
SKU065,4,74,14-01-2025
SKU083,2,72,18-02-2025
SKU052,6,20,22-02-2025
SKU058,4,53,02-02-2025
SKU086,7,20,09-03-2025
SKU039,5,25,29-01-2025
SKU006,3,35,27-02-2025
SKU005,11,31,17-01-2025
SKU071,4,58,10-03-2025
SKU046,7,87,20-03-2025
SKU041,8,64,28-03-2025
SKU080,6,99,13-01-2025
SKU050,2,32,28-03-2025
SKU021,6,51,31-01-2025
SKU030,2,72,23-02-2025
SKU005,3,59,18-02-2025
SKU029,7,75,09-02-2025
SKU045,6,46,28-01-2025
SKU047,6,91,18-01-2025
SKU031,3,25,01-03-2025
SKU076,6,22,17-02-2025
SKU092,7,82,29-03-2025
SKU080,7,89,29-03-2025
SKU058,2,26,26-01-2025
SKU058,4,71,19-02-2025
SKU094,4,51,04-03-2025
SKU036,7,50,05-03-2025
SKU061,9,75,15-01-2025
SKU052,4,43,19-03-2025
SKU085,4,46,12-01-2025
SKU051,7,57,18-03-2025
SKU050,6,81,05-03-2025
SKU089,6,25,08-03-2025
SKU073,3,63,22-03-2025
SKU016,7,79,02-01-2025
SKU014,6,52,21-02-2025
SKU085,5,87,25-03-2025
SKU043,7,60,15-02-2025
SKU056,1,27,31-01-2025
SKU070,5,50,19-02-2025
SKU019,5,92,06-01-2025
SKU056,8,83,30-03-2025
SKU033,7,77,02-03-2025
SKU063,5,23,24-03-2025
SKU073,9,27,08-02-2025
SKU028,7,51,27-01-2025
SKU019,5,60,18-01-2025
SKU033,7,71,27-02-2025
SKU073,7,66,20-03-2025
SKU041,8,51,11-01-2025
SKU082,9,29,23-02-2025
SKU042,4,85,08-02-2025
SKU079,6,71,09-03-2025
SKU049,3,96,24-02-2025
SKU020,5,60,23-02-2025
SKU094,4,99,25-03-2025
SKU075,6,88,21-03-2025
SKU088,6,55,10-03-2025
SKU048,7,23,18-02-2025
SKU044,3,74,08-03-2025
SKU098,6,45,22-02-2025
SKU074,6,44,09-02-2025
SKU029,4,92,06-03-2025
SKU088,4,57,19-02-2025
SKU056,3,56,17-02-2025
SKU053,5,41,31-01-2025
SKU075,7,44,20-01-2025
SKU038,3,80,02-01-2025
SKU098,4,91,15-02-2025
SKU023,6,48,17-02-2025
SKU073,6,24,10-02-2025
SKU040,4,74,14-03-2025
SKU002,4,75,13-02-2025
SKU053,3,70,26-01-2025
SKU028,7,74,27-02-2025
SKU035,8,88,26-02-2025
SKU064,4,42,07-01-2025
SKU002,4,77,12-02-2025
SKU081,7,78,15-03-2025
SKU076,4,54,17-01-2025
SKU013,1,29,30-01-2025
SKU023,2,40,20-03-2025
SKU068,4,67,25-03-2025
SKU054,6,23,04-02-2025
SKU091,4,89,22-03-2025
SKU088,3,38,03-03-2025
SKU085,5,73,19-03-2025
SKU009,3,51,05-02-2025
SKU024,3,82,18-01-2025
SKU059,2,58,21-02-2025
SKU052,4,67,08-01-2025
SKU012,5,42,02-03-2025
SKU067,2,30,22-01-2025
SKU089,2,38,07-03-2025
SKU064,7,49,03-01-2025
SKU084,4,33,15-02-2025
SKU040,6,78,06-02-2025
SKU064,5,36,31-01-2025
SKU090,1,57,17-01-2025
SKU014,5,92,26-01-2025
SKU038,3,40,01-01-2025
SKU017,5,38,10-03-2025
SKU023,3,59,18-01-2025
SKU078,4,20,25-01-2025
SKU081,2,85,03-03-2025
SKU040,1,66,28-01-2025
SKU070,9,42,15-01-2025
SKU041,4,48,03-02-2025
SKU077,6,78,12-02-2025
SKU023,5,98,25-01-2025
SKU015,9,93,22-02-2025
SKU069,4,37,26-01-2025
SKU042,7,63,16-03-2025
SKU062,8,93,12-03-2025
SKU022,7,96,10-02-2025
SKU005,6,84,26-01-2025
SKU086,7,75,13-02-2025
SKU100,6,93,10-03-2025
SKU052,5,54,08-03-2025
